,subagencia,fecha,precioLitro,precioLitro,precioLitro
42185,SAG Puerto Escondido,2018-12-01,20.77,20.77,20.77
42186,SAG Puerto Escondido,2018-12-03,20.77,18.56,20.033333333333335
42187,SAG Puerto Escondido,2018-12-04,20.77,19.2,19.985
42188,SAG Puerto Escondido,2018-12-05,20.79,18.45,19.39
42189,SAG Puerto Escondido,2018-12-06,20.77,18.42,19.986666666666668
42190,SAG Puerto Escondido,2018-12-07,20.77,18.42,19.986666666666668
42191,SAG Puerto Escondido,2018-12-08,20.88,19.2,20.1725
42192,SAG Puerto Escondido,2018-12-10,20.74,18.3,19.473999999999997
42193,SAG Puerto Escondido,2018-12-11,20.79,19.17,20.436
42194,SAG Puerto Escondido,2018-12-13,20.74,18.3,19.7375
42195,SAG Puerto Escondido,2018-12-14,19.17,18.2,18.685000000000002
42196,SAG Puerto Escondido,2018-12-15,20.74,18.2,19.92125
42197,SAG Puerto Escondido,2018-12-16,20.74,20.74,20.74
42198,SAG Puerto Escondido,2018-12-17,20.71,18.2,20.0825
42199,SAG Puerto Escondido,2018-12-18,20.71,18.2,19.894
42200,SAG Puerto Escondido,2018-12-19,20.71,18.2,19.726000000000003
42201,SAG Puerto Escondido,2018-12-20,20.71,18.2,20.03
42202,SAG Puerto Escondido,2018-12-21,20.77,17.98,19.751666666666665
42203,SAG Puerto Escondido,2018-12-22,20.71,17.98,19.366000000000003
42204,SAG Puerto Escondido,2018-12-23,20.71,17.98,19.425
42205,SAG Puerto Escondido,2018-12-24,20.71,20.71,20.71
42206,SAG Puerto Escondido,2018-12-26,20.71,17.85,19.252000000000002
42207,SAG Puerto Escondido,2018-12-27,20.79,17.74,20.23333333333333
42208,SAG Puerto Escondido,2018-12-28,19.87,17.74,18.726
42209,SAG Puerto Escondido,2018-12-29,20.71,17.74,19.802
42210,SAG Puerto Escondido,2018-12-30,20.71,19.14,20.186666666666667
42211,SAG Puerto Escondido,2018-12-31,20.71,17.74,19.7575
42212,SAG Puerto Vallarta,2018-01-02,18.66,16.82,17.581999999999997
42213,SAG Puerto Vallarta,2018-01-03,17.87,16.41,17.235555555555557
42214,SAG Puerto Vallarta,2018-01-04,17.87,16.77,17.369500000000002
42215,SAG Puerto Vallarta,2018-01-05,17.92,16.77,17.491111111111113
42216,SAG Puerto Vallarta,2018-01-06,17.99,16.47,17.299999999999997
42217,SAG Puerto Vallarta,2018-01-08,17.99,17.19,17.723333333333336
42218,SAG Puerto Vallarta,2018-01-09,18.66,17.19,17.712142857142855
42219,SAG Puerto Vallarta,2018-01-10,17.99,16.67,17.37846153846154
42220,SAG Puerto Vallarta,2018-01-11,17.99,17.19,17.570952380952377
42221,SAG Puerto Vallarta,2018-01-12,17.99,17.19,17.509999999999998
42222,SAG Puerto Vallarta,2018-01-13,18.08,17.2,17.64181818181818
42223,SAG Puerto Vallarta,2018-01-15,18.15,16.63,17.5
42224,SAG Puerto Vallarta,2018-01-16,18.18,17.31,17.63625
42225,SAG Puerto Vallarta,2018-01-17,18.71,17.27,17.845789473684206
42226,SAG Puerto Vallarta,2018-01-18,18.2,17.33,17.534374999999994
42227,SAG Puerto Vallarta,2018-01-19,18.23,17.36,17.68368421052632
42228,SAG Puerto Vallarta,2018-01-20,18.25,17.37,17.8875
42229,SAG Puerto Vallarta,2018-01-22,18.26,17.38,17.94923076923077
42230,SAG Puerto Vallarta,2018-01-23,18.71,17.39,17.96
42231,SAG Puerto Vallarta,2018-01-24,18.34,16.93,17.788095238095234
42232,SAG Puerto Vallarta,2018-01-25,18.4,17.5,17.846470588235295
42233,SAG Puerto Vallarta,2018-01-26,18.45,17.5,18.012777777777774
42234,SAG Puerto Vallarta,2018-01-27,17.99,17.68,17.835
42235,SAG Puerto Vallarta,2018-01-28,17.5,17.5,17.5
42236,SAG Puerto Vallarta,2018-01-29,18.71,17.02,17.93470588235294
42237,SAG Puerto Vallarta,2018-01-30,18.55,17.58,18.346000000000004
42238,SAG Puerto Vallarta,2018-01-31,18.55,17.62,18.17666666666667
42239,SAG Puerto Vallarta,2018-02-01,18.59,17.62,17.854444444444447
42240,SAG Puerto Vallarta,2018-02-02,18.6,17.68,18.27
42241,SAG Puerto Vallarta,2018-02-03,17.98,17.69,17.748
42242,SAG Puerto Vallarta,2018-02-05,18.65,17.1,18.1475
42243,SAG Puerto Vallarta,2018-02-06,18.81,17.71,18.232500000000005
42244,SAG Puerto Vallarta,2018-02-07,18.68,17.71,18.27583333333334
42245,SAG Puerto Vallarta,2018-02-08,18.78,17.16,18.133478260869563
42246,SAG Puerto Vallarta,2018-02-09,18.68,17.71,18.316250000000004
42247,SAG Puerto Vallarta,2018-02-10,18.78,17.71,18.261250000000004
42248,SAG Puerto Vallarta,2018-02-12,18.78,17.71,18.231818181818184
42249,SAG Puerto Vallarta,2018-02-13,18.68,17.16,18.107058823529414
42250,SAG Puerto Vallarta,2018-02-14,18.78,17.71,18.191111111111113
42251,SAG Puerto Vallarta,2018-02-15,18.68,17.71,17.904000000000003
42252,SAG Puerto Vallarta,2018-02-16,18.68,17.71,18.224375000000006
42253,SAG Puerto Vallarta,2018-02-17,18.68,17.71,18.188888888888894
42254,SAG Puerto Vallarta,2018-02-19,19.36,17.71,18.276
42255,SAG Puerto Vallarta,2018-02-20,18.78,17.71,18.155833333333337
42256,SAG Puerto Vallarta,2018-02-21,18.78,17.31,18.08066666666667
42257,SAG Puerto Vallarta,2018-02-22,18.68,17.71,18.031923076923075
42258,SAG Puerto Vallarta,2018-02-23,19.36,17.71,18.4505
42259,SAG Puerto Vallarta,2018-02-24,18.78,17.74,18.32
42260,SAG Puerto Vallarta,2018-02-26,18.78,17.74,18.32857142857143
42261,SAG Puerto Vallarta,2018-02-27,18.98,17.77,18.606666666666666
42262,SAG Puerto Vallarta,2018-02-28,18.84,17.8,18.360625
42263,SAG Puerto Vallarta,2018-03-01,18.87,17.83,18.125
42264,SAG Puerto Vallarta,2018-03-02,19.08,17.83,18.558421052631576
42265,SAG Puerto Vallarta,2018-03-03,19.75,17.83,18.114374999999995
42266,SAG Puerto Vallarta,2018-03-05,18.87,17.52,18.215999999999998
42267,SAG Puerto Vallarta,2018-03-06,19.75,17.83,18.297692307692305
42268,SAG Puerto Vallarta,2018-03-07,19.08,17.52,18.228461538461538
42269,SAG Puerto Vallarta,2018-03-08,18.87,17.83,18.4928
42270,SAG Puerto Vallarta,2018-03-09,19.18,17.83,18.369374999999998
42271,SAG Puerto Vallarta,2018-03-10,18.87,17.83,18.274166666666662
42272,SAG Puerto Vallarta,2018-03-12,18.87,17.83,18.470000000000002
42273,SAG Puerto Vallarta,2018-03-13,19.08,17.52,18.32055555555555
42274,SAG Puerto Vallarta,2018-03-14,19.8,17.83,18.2
42275,SAG Puerto Vallarta,2018-03-15,18.9,17.87,18.372749999999996
42276,SAG Puerto Vallarta,2018-03-16,18.91,17.88,18.6525
42277,SAG Puerto Vallarta,2018-03-17,19.8,17.54,18.453461538461536
42278,SAG Puerto Vallarta,2018-03-18,19.37,19.37,19.37
42279,SAG Puerto Vallarta,2018-03-19,18.92,17.89,18.184285714285714
42280,SAG Puerto Vallarta,2018-03-20,18.92,17.89,18.6108695652174
42281,SAG Puerto Vallarta,2018-03-21,18.95,17.57,18.6647619047619
42282,SAG Puerto Vallarta,2018-03-22,19.8,17.96,18.149677419354838
42283,SAG Puerto Vallarta,2018-03-23,18.98,17.97,18.381666666666668
42284,SAG Puerto Vallarta,2018-03-24,19.8,17.62,18.682500000000005
42285,SAG Puerto Vallarta,2018-03-26,19.0,17.62,18.401999999999997
42286,SAG Puerto Vallarta,2018-03-27,19.0,17.62,18.44875
42287,SAG Puerto Vallarta,2018-03-28,19.54,17.99,18.273157894736844
42288,SAG Puerto Vallarta,2018-03-29,19.91,17.99,18.448723404255322
42289,SAG Puerto Vallarta,2018-03-30,19.0,17.99,18.62789473684211
42290,SAG Puerto Vallarta,2018-03-31,19.0,17.99,18.455555555555552
42291,SAG Puerto Vallarta,2018-04-02,19.0,17.64,18.426190476190477
42292,SAG Puerto Vallarta,2018-04-03,19.91,17.99,18.699615384615388
42293,SAG Puerto Vallarta,2018-04-04,19.91,17.64,18.807000000000002
42294,SAG Puerto Vallarta,2018-04-05,19.0,17.99,18.127727272727274
42295,SAG Puerto Vallarta,2018-04-06,19.0,17.99,18.829047619047618
42296,SAG Puerto Vallarta,2018-04-07,19.0,17.99,18.495
42297,SAG Puerto Vallarta,2018-04-08,19.41,19.41,19.41
42298,SAG Puerto Vallarta,2018-04-09,18.39,17.64,18.133333333333336
42299,SAG Puerto Vallarta,2018-04-10,19.54,17.99,18.49666666666667
42300,SAG Puerto Vallarta,2018-04-11,19.91,17.99,18.663913043478264
42301,SAG Puerto Vallarta,2018-04-12,19.0,17.99,18.141250000000003
42302,SAG Puerto Vallarta,2018-04-13,19.54,18.0,18.633750000000003
42303,SAG Puerto Vallarta,2018-04-14,19.02,17.66,18.232727272727274
42304,SAG Puerto Vallarta,2018-04-16,19.02,17.66,18.633461538461532
42305,SAG Puerto Vallarta,2018-04-17,19.54,18.01,18.746666666666663
42306,SAG Puerto Vallarta,2018-04-18,19.03,17.66,18.29692307692308
42307,SAG Puerto Vallarta,2018-04-19,19.91,18.01,18.658571428571424
42308,SAG Puerto Vallarta,2018-04-20,18.49,17.66,18.165
42309,SAG Puerto Vallarta,2018-04-21,19.06,18.03,18.43304347826086
42310,SAG Puerto Vallarta,2018-04-23,19.06,18.03,18.60806451612902
42311,SAG Puerto Vallarta,2018-04-24,19.07,18.04,18.91791666666666
42312,SAG Puerto Vallarta,2018-04-25,19.54,17.68,18.61
42313,SAG Puerto Vallarta,2018-04-26,19.91,18.54,19.225
42314,SAG Puerto Vallarta,2018-04-27,18.6,18.07,18.380000000000003
42315,SAG Puerto Vallarta,2018-04-28,19.12,18.08,18.635952380952375
42316,SAG Puerto Vallarta,2018-04-30,19.12,18.08,18.776666666666674
42317,SAG Puerto Vallarta,2018-05-02,19.91,18.08,18.696666666666665
42318,SAG Puerto Vallarta,2018-05-03,19.54,18.12,18.77647058823529
42319,SAG Puerto Vallarta,2018-05-04,18.6,18.13,18.365000000000002
42320,SAG Puerto Vallarta,2018-05-05,19.15,17.74,18.333499999999994
42321,SAG Puerto Vallarta,2018-05-07,19.91,18.13,19.06121212121211
42322,SAG Puerto Vallarta,2018-05-08,18.64,18.14,18.195555555555554
42323,SAG Puerto Vallarta,2018-05-09,19.92,18.15,18.55727272727273
42324,SAG Puerto Vallarta,2018-05-10,19.17,18.15,18.57499999999999
42325,SAG Puerto Vallarta,2018-05-11,18.75,18.59,18.67
42326,SAG Puerto Vallarta,2018-05-12,19.19,18.17,18.68
42327,SAG Puerto Vallarta,2018-05-14,19.19,18.72,19.072499999999998
42328,SAG Puerto Vallarta,2018-05-15,19.19,17.8,18.773928571428574
42329,SAG Puerto Vallarta,2018-05-16,18.69,17.8,18.37
42330,SAG Puerto Vallarta,2018-05-17,19.22,18.2,18.75937500000001
42331,SAG Puerto Vallarta,2018-05-18,19.22,18.16,18.68307692307692
42332,SAG Puerto Vallarta,2018-05-21,19.54,18.23,18.884999999999998
42333,SAG Puerto Vallarta,2018-05-22,19.91,17.83,18.938571428571436
42334,SAG Puerto Vallarta,2018-05-23,19.23,18.23,18.579487179487188
42335,SAG Puerto Vallarta,2018-05-24,19.91,18.85,19.380000000000003
42336,SAG Puerto Vallarta,2018-05-25,19.26,17.83,18.76312499999999
42337,SAG Puerto Vallarta,2018-05-26,19.91,17.83,18.869999999999997
42338,SAG Puerto Vallarta,2018-05-28,18.91,18.28,18.69333333333333
42339,SAG Puerto Vallarta,2018-05-29,19.3,18.29,18.8265625
42340,SAG Puerto Vallarta,2018-05-30,18.29,18.29,18.289999999999996
42341,SAG Puerto Vallarta,2018-05-31,19.91,18.31,18.987948717948726
42342,SAG Puerto Vallarta,2018-06-01,19.54,17.88,18.4576923076923
42343,SAG Puerto Vallarta,2018-06-02,18.34,18.2,18.305
42344,SAG Puerto Vallarta,2018-06-04,19.81,19.81,19.81
42345,SAG Puerto Vallarta,2018-06-05,19.37,17.93,19.102307692307697
42346,SAG Puerto Vallarta,2018-06-06,19.81,19.04,19.424999999999997
42347,SAG Puerto Vallarta,2018-06-07,20.35,17.93,18.666499999999996
42348,SAG Puerto Vallarta,2018-06-08,19.4,18.39,19.229999999999993
42349,SAG Puerto Vallarta,2018-06-10,18.97,18.97,18.97
42350,SAG Puerto Vallarta,2018-06-11,19.65,18.4,18.904374999999995
42351,SAG Puerto Vallarta,2018-06-13,19.04,19.04,19.04
42352,SAG Puerto Vallarta,2018-06-14,21.43,18.44,19.094285714285714
42353,SAG Puerto Vallarta,2018-06-15,19.46,18.3,18.93472222222223
42354,SAG Puerto Vallarta,2018-06-16,19.08,19.08,19.08
42355,SAG Puerto Vallarta,2018-06-18,18.48,18.48,18.48
42356,SAG Puerto Vallarta,2018-06-19,19.5,18.49,18.898679245283024
42357,SAG Puerto Vallarta,2018-06-20,19.15,19.15,19.15
42358,SAG Puerto Vallarta,2018-06-21,21.43,18.03,19.083333333333332
42359,SAG Puerto Vallarta,2018-06-22,19.52,18.5,19.011739130434773
42360,SAG Puerto Vallarta,2018-06-23,19.98,18.48,19.137500000000003
42361,SAG Puerto Vallarta,2018-06-25,21.43,21.43,21.43
42362,SAG Puerto Vallarta,2018-06-26,19.19,19.19,19.19
42363,SAG Puerto Vallarta,2018-06-27,19.57,18.55,18.994222222222245
42364,SAG Puerto Vallarta,2018-06-28,20.02,18.62,19.28
42365,SAG Puerto Vallarta,2018-06-29,19.98,18.56,19.14564102564102
42366,SAG Puerto Vallarta,2018-06-30,19.26,18.59,18.650909090909092
42367,SAG Puerto Vallarta,2018-07-03,19.63,18.62,19.509999999999998
42368,SAG Puerto Vallarta,2018-07-04,19.98,18.62,19.41
42369,SAG Puerto Vallarta,2018-07-05,19.68,18.66,19.25280000000001
42370,SAG Puerto Vallarta,2018-07-06,19.68,18.3,18.955555555555563
42371,SAG Puerto Vallarta,2018-07-09,20.29,18.52,19.405
42372,SAG Puerto Vallarta,2018-07-10,19.75,18.7,19.4884
42373,SAG Puerto Vallarta,2018-07-11,18.75,18.55,18.733333333333334
42374,SAG Puerto Vallarta,2018-07-12,20.8,18.83,19.277142857142852
42375,SAG Puerto Vallarta,2018-07-13,20.29,18.7,19.494999999999997
42376,SAG Puerto Vallarta,2018-07-14,19.8,18.84,19.37950000000001
42377,SAG Puerto Vallarta,2018-07-16,19.8,18.84,19.608
42378,SAG Puerto Vallarta,2018-07-17,19.82,18.55,19.07875
42379,SAG Puerto Vallarta,2018-07-18,19.84,18.65,19.469999999999988
42380,SAG Puerto Vallarta,2018-07-19,19.86,18.97,19.51269230769232
42381,SAG Puerto Vallarta,2018-07-20,20.29,20.29,20.29
42382,SAG Puerto Vallarta,2018-07-21,19.45,18.68,19.064999999999998
42383,SAG Puerto Vallarta,2018-07-23,20.29,18.85,19.67
42384,SAG Puerto Vallarta,2018-07-24,20.8,19.04,19.335
42385,SAG Puerto Vallarta,2018-07-25,19.93,19.04,19.785675675675666
42386,SAG Puerto Vallarta,2018-07-26,20.29,20.29,20.29
42387,SAG Puerto Vallarta,2018-07-27,20.29,19.06,19.34
42388,SAG Puerto Vallarta,2018-07-28,19.95,18.9,19.456774193548377
42389,SAG Puerto Vallarta,2018-07-29,19.36,19.36,19.36
42390,SAG Puerto Vallarta,2018-07-30,20.29,20.29,20.29
42391,SAG Puerto Vallarta,2018-07-31,20.09,18.95,19.556315789473686
42392,SAG Puerto Vallarta,2018-08-01,20.29,19.21,19.834615384615386
42393,SAG Puerto Vallarta,2018-08-02,20.8,19.27,20.11714285714286
42394,SAG Puerto Vallarta,2018-08-03,20.35,18.45,19.735135135135124
42395,SAG Puerto Vallarta,2018-08-04,19.66,19.32,19.40833333333333
42396,SAG Puerto Vallarta,2018-08-06,20.2,19.32,19.697142857142854
42397,SAG Puerto Vallarta,2018-08-07,20.36,19.36,19.707692307692312
42398,SAG Puerto Vallarta,2018-08-08,20.24,18.95,20.042777777777783
42399,SAG Puerto Vallarta,2018-08-09,20.26,19.41,19.881304347826084
42400,SAG Puerto Vallarta,2018-08-10,20.26,19.37,19.8285
42401,SAG Puerto Vallarta,2018-08-13,20.26,19.35,20.15888888888889
42402,SAG Puerto Vallarta,2018-08-14,20.35,19.48,19.915
42403,SAG Puerto Vallarta,2018-08-15,20.31,19.37,19.824999999999985
42404,SAG Puerto Vallarta,2018-08-16,20.36,19.44,19.988750000000003
42405,SAG Puerto Vallarta,2018-08-17,20.36,18.55,20.131250000000005
42406,SAG Puerto Vallarta,2018-08-18,20.35,19.43,19.783846153846152
42407,SAG Puerto Vallarta,2018-08-20,20.44,19.43,19.935000000000002
42408,SAG Puerto Vallarta,2018-08-21,21.04,19.43,19.717142857142857
42409,SAG Puerto Vallarta,2018-08-22,20.37,19.46,19.995294117647063
42410,SAG Puerto Vallarta,2018-08-23,20.37,18.99,19.908611111111114
42411,SAG Puerto Vallarta,2018-08-24,21.04,18.99,19.905277777777773
42412,SAG Puerto Vallarta,2018-08-25,20.32,19.48,19.9
42413,SAG Puerto Vallarta,2018-08-26,19.72,19.72,19.72
42414,SAG Puerto Vallarta,2018-08-27,20.42,20.42,20.42
42415,SAG Puerto Vallarta,2018-08-28,20.44,19.51,19.894523809523815
42416,SAG Puerto Vallarta,2018-08-29,21.04,19.47,20.255
42417,SAG Puerto Vallarta,2018-08-30,20.46,19.04,20.064999999999994
42418,SAG Puerto Vallarta,2018-08-31,21.04,19.53,19.97706896551724
42419,SAG Puerto Vallarta,2018-09-02,19.57,19.57,19.57
42420,SAG Puerto Vallarta,2018-09-03,20.51,20.51,20.51
42421,SAG Puerto Vallarta,2018-09-04,19.82,19.57,19.695
42422,SAG Puerto Vallarta,2018-09-05,20.53,19.58,20.149999999999995
42423,SAG Puerto Vallarta,2018-09-06,21.04,19.08,19.945600000000002
42424,SAG Puerto Vallarta,2018-09-07,20.53,19.58,20.292499999999997
42425,SAG Puerto Vallarta,2018-09-08,20.5,19.55,20.0827027027027
42426,SAG Puerto Vallarta,2018-09-10,19.99,19.12,19.60333333333333
42427,SAG Puerto Vallarta,2018-09-11,21.04,19.55,20.08444444444445
42428,SAG Puerto Vallarta,2018-09-12,20.51,19.16,19.948249999999987
42429,SAG Puerto Vallarta,2018-09-13,20.54,19.56,19.996000000000002
42430,SAG Puerto Vallarta,2018-09-14,20.14,19.16,19.84
42431,SAG Puerto Vallarta,2018-09-15,20.44,20.05,20.245
42432,SAG Puerto Vallarta,2018-09-16,19.58,19.58,19.58
42433,SAG Puerto Vallarta,2018-09-17,20.56,19.58,20.139
42434,SAG Puerto Vallarta,2018-09-18,21.04,19.16,20.019111111111116
42435,SAG Puerto Vallarta,2018-09-19,20.0,19.93,19.965
42436,SAG Puerto Vallarta,2018-09-20,20.56,19.58,20.11146341463416
42437,SAG Puerto Vallarta,2018-09-21,20.56,19.58,20.192499999999995
42438,SAG Puerto Vallarta,2018-09-22,20.44,19.2,19.82
42439,SAG Puerto Vallarta,2018-09-24,21.04,19.58,20.077692307692303
42440,SAG Puerto Vallarta,2018-09-25,19.98,19.96,19.97
42441,SAG Puerto Vallarta,2018-09-26,20.6,19.63,20.250799999999998
42442,SAG Puerto Vallarta,2018-09-27,20.6,19.2,20.06433333333334
42443,SAG Puerto Vallarta,2018-09-28,20.65,19.66,20.24296296296297
42444,SAG Puerto Vallarta,2018-09-29,20.44,20.04,20.179999999999996
42445,SAG Puerto Vallarta,2018-09-30,20.12,20.12,20.12
42446,SAG Puerto Vallarta,2018-10-01,21.04,19.25,20.13607142857143
42447,SAG Puerto Vallarta,2018-10-02,19.68,19.68,19.68
42448,SAG Puerto Vallarta,2018-10-03,20.16,20.16,20.16
42449,SAG Puerto Vallarta,2018-10-04,20.73,19.71,20.205116279069784
42450,SAG Puerto Vallarta,2018-10-05,20.82,19.3,20.247142857142858
42451,SAG Puerto Vallarta,2018-10-06,19.74,19.74,19.74
42452,SAG Puerto Vallarta,2018-10-07,19.74,19.74,19.74
42453,SAG Puerto Vallarta,2018-10-08,21.23,20.14,20.506666666666664
42454,SAG Puerto Vallarta,2018-10-09,20.87,20.19,20.771666666666665
42455,SAG Puerto Vallarta,2018-10-10,20.82,20.82,20.819999999999997
42456,SAG Puerto Vallarta,2018-10-11,20.86,19.73,20.148139534883732
42457,SAG Puerto Vallarta,2018-10-12,21.23,19.73,20.366923076923083
42458,SAG Puerto Vallarta,2018-10-13,20.23,20.23,20.23
42459,SAG Puerto Vallarta,2018-10-15,21.61,20.18,20.863888888888894
42460,SAG Puerto Vallarta,2018-10-16,20.36,19.4,20.0
42461,SAG Puerto Vallarta,2018-10-17,20.86,20.2,20.800000000000008
42462,SAG Puerto Vallarta,2018-10-18,21.05,19.4,20.2525
42463,SAG Puerto Vallarta,2018-10-19,20.18,20.18,20.18
42464,SAG Puerto Vallarta,2018-10-20,20.86,19.73,20.719655172413802
42465,SAG Puerto Vallarta,2018-10-22,22.07,21.86,21.965
42466,SAG Puerto Vallarta,2018-10-23,20.19,20.18,20.185000000000002
42467,SAG Puerto Vallarta,2018-10-24,20.86,19.4,20.276666666666674
42468,SAG Puerto Vallarta,2018-10-25,22.07,19.73,19.81906250000001
42469,SAG Puerto Vallarta,2018-10-26,20.86,19.4,20.763823529411777
42470,SAG Puerto Vallarta,2018-10-27,21.86,19.4,20.466
42471,SAG Puerto Vallarta,2018-10-29,20.24,20.16,20.2
42472,SAG Puerto Vallarta,2018-10-30,21.86,20.28,21.07
42473,SAG Puerto Vallarta,2018-11-01,21.45,19.81,20.63795454545453
42474,SAG Puerto Vallarta,2018-11-02,20.19,19.42,19.923333333333332
42475,SAG Puerto Vallarta,2018-11-03,21.45,20.16,20.623333333333335
42476,SAG Puerto Vallarta,2018-11-06,20.92,19.77,20.054666666666666
42477,SAG Puerto Vallarta,2018-11-07,20.31,20.31,20.31
42478,SAG Puerto Vallarta,2018-11-08,21.86,19.42,20.38966101694913
42479,SAG Puerto Vallarta,2018-11-09,20.19,20.19,20.19
42480,SAG Puerto Vallarta,2018-11-10,21.86,20.26,21.060000000000002
42481,SAG Puerto Vallarta,2018-11-12,21.86,20.16,21.00166666666667
42482,SAG Puerto Vallarta,2018-11-13,21.86,20.19,20.80666666666667
42483,SAG Puerto Vallarta,2018-11-14,21.86,20.25,21.055
42484,SAG Puerto Vallarta,2018-11-15,21.32,19.81,20.326792452830166
42485,SAG Puerto Vallarta,2018-11-16,21.32,20.25,20.785
42486,SAG Puerto Vallarta,2018-11-17,22.11,19.42,20.88500000000001
42487,SAG Puerto Vallarta,2018-11-18,21.08,21.08,21.08
42488,SAG Puerto Vallarta,2018-11-19,21.08,20.37,20.725
42489,SAG Puerto Vallarta,2018-11-20,20.3,20.19,20.245
42490,SAG Puerto Vallarta,2018-11-21,20.92,20.1,20.828888888888894
42491,SAG Puerto Vallarta,2018-11-22,22.11,20.92,21.00833333333334
42492,SAG Puerto Vallarta,2018-11-23,20.92,20.29,20.795000000000005
42493,SAG Puerto Vallarta,2018-11-24,20.41,20.41,20.41
42494,SAG Puerto Vallarta,2018-11-26,22.11,20.9,20.962692307692297
42495,SAG Puerto Vallarta,2018-11-27,20.12,19.8,19.956666666666667
42496,SAG Puerto Vallarta,2018-11-28,20.88,20.12,20.803999999999995
42497,SAG Puerto Vallarta,2018-11-29,22.11,19.42,20.712500000000002
42498,SAG Puerto Vallarta,2018-11-30,21.32,19.67,20.33459999999999
42499,SAG Puerto Vallarta,2018-12-04,22.11,19.42,20.53
42500,SAG Puerto Vallarta,2018-12-05,20.19,19.82,20.023333333333337
42501,SAG Puerto Vallarta,2018-12-06,21.32,20.12,20.533333333333335
42502,SAG Puerto Vallarta,2018-12-08,22.11,20.09,20.81
42503,SAG Puerto Vallarta,2018-12-10,22.11,19.73,20.782121212121215
42504,SAG Puerto Vallarta,2018-12-11,20.83,19.42,20.72153846153845
42505,SAG Puerto Vallarta,2018-12-12,20.83,20.83,20.829999999999988
42506,SAG Puerto Vallarta,2018-12-13,21.99,19.32,20.575
42507,SAG Puerto Vallarta,2018-12-14,20.83,19.62,20.741666666666656
42508,SAG Puerto Vallarta,2018-12-15,19.42,19.42,19.42
42509,SAG Puerto Vallarta,2018-12-17,21.03,19.52,20.50340425531915
42510,SAG Puerto Vallarta,2018-12-18,20.0,20.0,20.0
42511,SAG Puerto Vallarta,2018-12-20,21.99,19.45,20.48867924528302
42512,SAG Puerto Vallarta,2018-12-21,21.99,19.4,20.828695652173902
42513,SAG Puerto Vallarta,2018-12-22,21.03,19.81,20.95375
42514,SAG Puerto Vallarta,2018-12-23,19.87,19.87,19.87
42515,SAG Puerto Vallarta,2018-12-24,21.03,20.83,20.889259259259255
42516,SAG Puerto Vallarta,2018-12-26,19.72,19.72,19.72
42517,SAG Puerto Vallarta,2018-12-27,21.99,19.35,20.927058823529403
42518,SAG Puerto Vallarta,2018-12-28,21.99,19.02,19.72639999999999
42519,SAG Puerto Vallarta,2018-12-29,21.03,20.83,20.88714285714287
42520,SAG Puerto Vallarta,2018-12-30,19.6,19.6,19.6
42521,SAG Puerto Vallarta,2018-12-31,21.03,19.54,20.900952380952376
42522,SAG Puruandiro,2018-01-02,17.99,17.63,17.701999999999998
42523,SAG Puruandiro,2018-01-04,18.05,17.56,17.7275
42524,SAG Puruandiro,2018-01-05,17.7,17.65,17.666666666666668
42525,SAG Puruandiro,2018-01-08,17.8,17.8,17.8
42526,SAG Puruandiro,2018-01-09,18.21,17.74,17.975
42527,SAG Puruandiro,2018-01-10,18.26,17.84,17.945
42528,SAG Puruandiro,2018-01-12,17.94,17.89,17.906666666666666
42529,SAG Puruandiro,2018-01-13,18.39,17.99,18.189999999999998
42530,SAG Puruandiro,2018-01-16,17.99,17.99,17.99
42531,SAG Puruandiro,2018-01-17,18.46,18.06,18.19333333333333
42532,SAG Puruandiro,2018-01-18,18.07,18.06,18.062
42533,SAG Puruandiro,2018-01-19,18.1,18.1,18.1
42534,SAG Puruandiro,2018-01-20,18.67,18.67,18.67
42535,SAG Puruandiro,2018-01-22,18.15,18.15,18.15
42536,SAG Puruandiro,2018-01-23,18.15,18.15,18.15
42537,SAG Puruandiro,2018-01-24,18.79,18.25,18.52
42538,SAG Puruandiro,2018-01-25,18.3,18.24,18.285
42539,SAG Puruandiro,2018-01-26,18.29,18.29,18.29
42540,SAG Puruandiro,2018-01-27,18.96,18.34,18.566666666666666
42541,SAG Puruandiro,2018-01-29,18.4,18.4,18.4
42542,SAG Puruandiro,2018-01-30,18.39,18.39,18.39
42543,SAG Puruandiro,2018-01-31,19.09,18.46,18.6325
42544,SAG Puruandiro,2018-02-01,18.54,18.51,18.520000000000003
42545,SAG Puruandiro,2018-02-02,18.98,18.98,18.98
42546,SAG Puruandiro,2018-02-04,18.57,18.57,18.57
42547,SAG Puruandiro,2018-02-05,18.56,18.56,18.56
42548,SAG Puruandiro,2018-02-06,18.69,18.69,18.69
42549,SAG Puruandiro,2018-02-07,19.1,18.68,18.823333333333334
42550,SAG Puruandiro,2018-02-08,18.69,18.68,18.683333333333334
42551,SAG Puruandiro,2018-02-10,19.1,18.68,18.89
42552,SAG Puruandiro,2018-02-12,18.69,18.69,18.69
42553,SAG Puruandiro,2018-02-13,18.68,18.68,18.68
42554,SAG Puruandiro,2018-02-14,19.3,18.68,18.837500000000002
42555,SAG Puruandiro,2018-02-15,18.69,18.69,18.69
42556,SAG Puruandiro,2018-02-16,18.68,18.68,18.68
42557,SAG Puruandiro,2018-02-17,18.68,18.68,18.68
42558,SAG Puruandiro,2018-02-19,19.33,19.33,19.33
42559,SAG Puruandiro,2018-02-20,18.68,18.68,18.68
