,subagencia,fecha,precioLitro,centroCarga
120197,SAG Sombrerete,2018-02-24,18.23,115348
120200,SAG Sombrerete,2018-02-26,18.14,104870
120201,SAG Sombrerete,2018-02-27,18.12,104870
120203,SAG Sombrerete,2018-02-28,18.22,115348
120204,SAG Sombrerete,2018-03-01,18.22,115348
120206,SAG Sombrerete,2018-03-02,18.41,115348
120207,SAG Sombrerete,2018-03-03,18.13,104870
120208,SAG Sombrerete,2018-03-05,18.24,115348
120210,SAG Sombrerete,2018-03-06,18.25,104870
120211,SAG Sombrerete,2018-03-07,18.26,104870
120212,SAG Sombrerete,2018-03-08,18.25,115348
120215,SAG Sombrerete,2018-03-09,18.25,115348
120218,SAG Sombrerete,2018-03-10,18.24,104870
120219,SAG Sombrerete,2018-03-12,18.23,111851
120220,SAG Sombrerete,2018-03-13,18.25,115348
120224,SAG Sombrerete,2018-03-14,18.25,115348
120225,SAG Sombrerete,2018-03-15,18.25,115348
120226,SAG Sombrerete,2018-03-16,18.25,115348
120227,SAG Sombrerete,2018-03-17,18.23,111851
120228,SAG Sombrerete,2018-03-19,18.35,111851
120231,SAG Sombrerete,2018-03-20,18.35,115348
120232,SAG Sombrerete,2018-03-21,18.35,115348
120237,SAG Sombrerete,2018-03-22,18.45,115348
120238,SAG Sombrerete,2018-03-23,18.55,115348
120239,SAG Sombrerete,2018-03-23,18.55,111851
120241,SAG Sombrerete,2018-03-24,18.55,115348
120246,SAG Sombrerete,2018-03-25,18.55,115348
120247,SAG Sombrerete,2018-03-25,18.55,111851
120248,SAG Sombrerete,2018-03-26,18.55,111851
120249,SAG Sombrerete,2018-03-27,18.66,115348
120251,SAG Sombrerete,2018-03-28,18.55,111851
120255,SAG Sombrerete,2018-03-29,18.69,104870
120256,SAG Sombrerete,2018-03-31,18.7,115348
120257,SAG Sombrerete,2018-03-31,18.7,104870
120258,SAG Sombrerete,2018-04-02,18.69,115348
120261,SAG Sombrerete,2018-04-03,18.69,115348
120262,SAG Sombrerete,2018-04-04,18.68,115348
120264,SAG Sombrerete,2018-04-05,18.68,115348
120269,SAG Sombrerete,2018-04-06,18.68,115348
120271,SAG Sombrerete,2018-04-06,18.68,111851
120273,SAG Sombrerete,2018-04-07,18.69,104870
120274,SAG Sombrerete,2018-04-09,18.7,115348
120275,SAG Sombrerete,2018-04-10,19.49,104868
120276,SAG Sombrerete,2018-04-11,18.69,104870
120278,SAG Sombrerete,2018-04-12,18.7,115348
120281,SAG Sombrerete,2018-04-13,19.35,105319
120282,SAG Sombrerete,2018-04-14,18.72,115348
120284,SAG Sombrerete,2018-04-14,18.72,104870
120285,SAG Sombrerete,2018-04-16,18.72,115348
120287,SAG Sombrerete,2018-04-17,19.59,104870
120288,SAG Sombrerete,2018-04-18,18.71,115348
120290,SAG Sombrerete,2018-04-19,18.71,115348
120293,SAG Sombrerete,2018-04-20,18.71,115348
120294,SAG Sombrerete,2018-04-21,18.71,115348
120295,SAG Sombrerete,2018-04-23,18.71,115348
120297,SAG Sombrerete,2018-04-24,18.77,111851
120298,SAG Sombrerete,2018-04-24,18.77,115348
120299,SAG Sombrerete,2018-04-25,19.53,113065
120300,SAG Sombrerete,2018-04-26,18.78,104870
120301,SAG Sombrerete,2018-04-27,19.61,115348
120302,SAG Sombrerete,2018-04-28,19.62,115348
120304,SAG Sombrerete,2018-04-29,18.8,115348
120305,SAG Sombrerete,2018-04-30,18.81,104870
120306,SAG Sombrerete,2018-05-02,18.8,115348
120307,SAG Sombrerete,2018-05-02,18.8,104870
120308,SAG Sombrerete,2018-05-03,18.8,115348
120309,SAG Sombrerete,2018-05-04,18.8,115348
120311,SAG Sombrerete,2018-05-05,18.86,104870
120312,SAG Sombrerete,2018-05-06,18.85,115348
120315,SAG Sombrerete,2018-05-07,18.84,104870
120316,SAG Sombrerete,2018-05-08,18.85,115348
120319,SAG Sombrerete,2018-05-09,18.86,104870
120320,SAG Sombrerete,2018-05-10,18.88,115348
120322,SAG Sombrerete,2018-05-11,18.88,115348
120324,SAG Sombrerete,2018-05-12,18.88,115348
120326,SAG Sombrerete,2018-05-14,18.88,115348
120328,SAG Sombrerete,2018-05-15,18.9,104870
120329,SAG Sombrerete,2018-05-16,18.91,115348
120330,SAG Sombrerete,2018-05-17,18.93,111851
120331,SAG Sombrerete,2018-05-17,18.93,115348
120336,SAG Sombrerete,2018-05-19,19.78,104870
120337,SAG Sombrerete,2018-05-21,18.93,115348
120339,SAG Sombrerete,2018-05-21,18.93,111851
120340,SAG Sombrerete,2018-05-22,18.95,115348
120342,SAG Sombrerete,2018-05-23,18.95,115348
120344,SAG Sombrerete,2018-05-24,18.93,111851
120346,SAG Sombrerete,2018-05-25,19.0,115348
120348,SAG Sombrerete,2018-05-26,19.0,115348
120351,SAG Sombrerete,2018-05-27,19.0,115348
120353,SAG Sombrerete,2018-05-28,18.69,104868
120354,SAG Sombrerete,2018-05-29,18.99,104870
120355,SAG Sombrerete,2018-05-30,19.01,115348
120357,SAG Sombrerete,2018-05-31,19.01,115348
120361,SAG Sombrerete,2018-06-01,19.04,115348
120362,SAG Sombrerete,2018-06-02,19.05,115348
120363,SAG Sombrerete,2018-06-04,19.05,115348
120364,SAG Sombrerete,2018-06-05,19.07,104870
120365,SAG Sombrerete,2018-06-06,19.08,115348
120366,SAG Sombrerete,2018-06-07,19.08,115348
120369,SAG Sombrerete,2018-06-08,19.08,115348
120370,SAG Sombrerete,2018-06-09,19.08,115348
120371,SAG Sombrerete,2018-06-11,19.96,104870
120372,SAG Sombrerete,2018-06-12,19.13,115348
120373,SAG Sombrerete,2018-06-13,19.13,115348
120374,SAG Sombrerete,2018-06-14,19.16,115348
120377,SAG Sombrerete,2018-06-15,19.02,113065
120378,SAG Sombrerete,2018-06-16,19.16,115348
120379,SAG Sombrerete,2018-06-18,19.2,104870
120380,SAG Sombrerete,2018-06-19,19.16,115348
120381,SAG Sombrerete,2018-06-20,19.16,115348
120382,SAG Sombrerete,2018-06-21,19.16,115348
120385,SAG Sombrerete,2018-06-22,19.22,115348
120388,SAG Sombrerete,2018-06-23,19.22,115348
120389,SAG Sombrerete,2018-06-24,19.22,115348
120391,SAG Sombrerete,2018-06-25,19.22,115348
120394,SAG Sombrerete,2018-06-26,20.06,115348
120395,SAG Sombrerete,2018-06-27,19.22,115348
120396,SAG Sombrerete,2018-06-28,19.22,115348
120399,SAG Sombrerete,2018-06-29,19.22,115348
120403,SAG Sombrerete,2018-06-30,19.22,115348
120404,SAG Sombrerete,2018-07-02,19.22,115348
120406,SAG Sombrerete,2018-07-03,19.22,115348
120407,SAG Sombrerete,2018-07-04,19.36,111851
120408,SAG Sombrerete,2018-07-05,19.37,115348
120412,SAG Sombrerete,2018-07-06,20.26,115348
120413,SAG Sombrerete,2018-07-07,20.26,111851
120415,SAG Sombrerete,2018-07-08,19.36,111851
120416,SAG Sombrerete,2018-07-09,19.36,104870
120417,SAG Sombrerete,2018-07-10,19.4,104870
120418,SAG Sombrerete,2018-07-11,19.39,115348
120419,SAG Sombrerete,2018-07-12,19.4,115348
120420,SAG Sombrerete,2018-07-13,19.47,104870
120421,SAG Sombrerete,2018-07-14,20.49,115348
120422,SAG Sombrerete,2018-07-16,19.19,108567
120423,SAG Sombrerete,2018-07-17,19.56,111851
120424,SAG Sombrerete,2018-07-17,19.56,115348
120426,SAG Sombrerete,2018-07-18,19.56,115348
120427,SAG Sombrerete,2018-07-19,19.31,108567
120428,SAG Sombrerete,2018-07-20,19.56,115348
120430,SAG Sombrerete,2018-07-21,19.34,108567
120431,SAG Sombrerete,2018-07-23,19.56,115348
120432,SAG Sombrerete,2018-07-24,19.56,115348
120433,SAG Sombrerete,2018-07-25,19.56,115348
120438,SAG Sombrerete,2018-07-26,19.68,115348
120439,SAG Sombrerete,2018-07-27,19.73,115348
120440,SAG Sombrerete,2018-07-28,19.73,115348
120444,SAG Sombrerete,2018-07-29,20.71,115348
120445,SAG Sombrerete,2018-07-30,19.73,115348
120449,SAG Sombrerete,2018-07-31,19.81,115348
120450,SAG Sombrerete,2018-08-01,19.81,115348
120451,SAG Sombrerete,2018-08-02,19.81,115348
120452,SAG Sombrerete,2018-08-03,19.91,115348
120454,SAG Sombrerete,2018-08-04,19.93,115348
120455,SAG Sombrerete,2018-08-06,19.93,115348
120458,SAG Sombrerete,2018-08-07,19.93,115348
120462,SAG Sombrerete,2018-08-08,19.93,115348
120463,SAG Sombrerete,2018-08-09,20.03,104870
120464,SAG Sombrerete,2018-08-10,20.05,115348
120466,SAG Sombrerete,2018-08-11,20.06,104870
120467,SAG Sombrerete,2018-08-13,20.03,115348
120468,SAG Sombrerete,2018-08-14,19.67,104868
120469,SAG Sombrerete,2018-08-15,20.03,115348
120471,SAG Sombrerete,2018-08-16,20.03,115348
120472,SAG Sombrerete,2018-08-17,20.03,115348
120475,SAG Sombrerete,2018-08-19,21.01,115348
120476,SAG Sombrerete,2018-08-20,20.11,104870
120477,SAG Sombrerete,2018-08-21,20.03,115348
120478,SAG Sombrerete,2018-08-22,20.12,115348
120482,SAG Sombrerete,2018-08-23,20.12,115348
120483,SAG Sombrerete,2018-08-24,20.15,115348
120485,SAG Sombrerete,2018-08-25,20.16,104870
120486,SAG Sombrerete,2018-08-26,20.15,115348
120488,SAG Sombrerete,2018-08-27,21.08,115348
120489,SAG Sombrerete,2018-08-28,20.15,115348
120495,SAG Sombrerete,2018-08-29,20.19,115348
120496,SAG Sombrerete,2018-08-30,20.19,115348
120497,SAG Sombrerete,2018-08-31,20.23,104870
120499,SAG Sombrerete,2018-09-01,21.09,113065
120500,SAG Sombrerete,2018-09-03,20.11,113065
120501,SAG Sombrerete,2018-09-04,20.32,104870
120504,SAG Sombrerete,2018-09-05,20.3,104870
120506,SAG Sombrerete,2018-09-06,20.3,104870
120508,SAG Sombrerete,2018-09-07,20.31,115348
120509,SAG Sombrerete,2018-09-08,21.31,104870
120510,SAG Sombrerete,2018-09-09,20.33,104870
120511,SAG Sombrerete,2018-09-10,20.33,104870
120512,SAG Sombrerete,2018-09-11,20.31,115348
120513,SAG Sombrerete,2018-09-12,19.81,111749
120514,SAG Sombrerete,2018-09-13,20.37,104870
120515,SAG Sombrerete,2018-09-14,21.36,104870
120516,SAG Sombrerete,2018-09-15,20.37,104870
120517,SAG Sombrerete,2018-09-17,20.31,115348
120520,SAG Sombrerete,2018-09-18,19.83,113646
120521,SAG Sombrerete,2018-09-19,20.31,115348
120523,SAG Sombrerete,2018-09-20,20.31,115348
120524,SAG Sombrerete,2018-09-21,20.31,115348
120527,SAG Sombrerete,2018-09-22,20.41,104870
120528,SAG Sombrerete,2018-09-23,21.34,115348
120529,SAG Sombrerete,2018-09-24,20.4,115348
120530,SAG Sombrerete,2018-09-25,20.4,111851
120531,SAG Sombrerete,2018-09-26,20.44,115348
120534,SAG Sombrerete,2018-09-27,20.44,115348
120535,SAG Sombrerete,2018-09-28,20.44,115348
120537,SAG Sombrerete,2018-09-29,20.44,115348
120538,SAG Sombrerete,2018-09-30,20.47,111851
120539,SAG Sombrerete,2018-10-01,20.44,115348
120542,SAG Sombrerete,2018-10-02,20.5,115348
120545,SAG Sombrerete,2018-10-03,20.53,104870
120546,SAG Sombrerete,2018-10-04,20.5,115348
120549,SAG Sombrerete,2018-10-05,20.5,115348
120550,SAG Sombrerete,2018-10-06,20.63,115348
120551,SAG Sombrerete,2018-10-07,21.6,115348
120552,SAG Sombrerete,2018-10-08,20.64,104870
120553,SAG Sombrerete,2018-10-09,20.64,104870
120555,SAG Sombrerete,2018-10-10,20.63,115348
120556,SAG Sombrerete,2018-10-11,20.53,113065
120557,SAG Sombrerete,2018-10-12,20.64,104870
120558,SAG Sombrerete,2018-10-13,20.61,104870
120559,SAG Sombrerete,2018-10-14,20.63,115348
120560,SAG Sombrerete,2018-10-15,20.61,104870
120561,SAG Sombrerete,2018-10-16,20.63,115348
120563,SAG Sombrerete,2018-10-17,20.56,104870
120564,SAG Sombrerete,2018-10-18,20.62,115348
120565,SAG Sombrerete,2018-10-19,20.62,115348
120566,SAG Sombrerete,2018-10-20,20.56,104870
120567,SAG Sombrerete,2018-10-21,20.62,115348
120568,SAG Sombrerete,2018-10-22,20.62,115348
120569,SAG Sombrerete,2018-10-23,20.56,104870
120570,SAG Sombrerete,2018-10-24,20.57,104870
120571,SAG Sombrerete,2018-10-25,20.54,104870
120572,SAG Sombrerete,2018-10-26,20.55,115348
120573,SAG Sombrerete,2018-10-27,20.53,104870
120574,SAG Sombrerete,2018-10-29,20.52,115348
120576,SAG Sombrerete,2018-10-30,20.52,115348
120581,SAG Sombrerete,2018-11-01,20.54,115348
120582,SAG Sombrerete,2018-11-02,20.54,115348
120583,SAG Sombrerete,2018-11-03,20.54,115348
120584,SAG Sombrerete,2018-11-05,20.51,104870
120585,SAG Sombrerete,2018-11-06,20.52,115348
120587,SAG Sombrerete,2018-11-07,20.52,115348
120589,SAG Sombrerete,2018-11-08,20.46,104870
120592,SAG Sombrerete,2018-11-09,20.52,115348
120593,SAG Sombrerete,2018-11-10,20.52,115348
120595,SAG Sombrerete,2018-11-12,19.83,113554
120596,SAG Sombrerete,2018-11-13,20.38,104870
120598,SAG Sombrerete,2018-11-14,20.36,115348
120600,SAG Sombrerete,2018-11-15,20.36,115348
120603,SAG Sombrerete,2018-11-16,20.36,115348
120604,SAG Sombrerete,2018-11-17,20.29,104870
120605,SAG Sombrerete,2018-11-19,20.29,104870
120606,SAG Sombrerete,2018-11-20,20.15,113065
120607,SAG Sombrerete,2018-11-21,20.28,104870
120609,SAG Sombrerete,2018-11-22,19.97,108641
120610,SAG Sombrerete,2018-11-23,20.22,104870
120611,SAG Sombrerete,2018-11-24,21.77,111851
120612,SAG Sombrerete,2018-11-26,20.19,115348
120613,SAG Sombrerete,2018-11-27,20.19,115348
120615,SAG Sombrerete,2018-11-28,20.2,104870
120616,SAG Sombrerete,2018-11-29,20.15,104870
120619,SAG Sombrerete,2018-11-30,21.7,111851
120620,SAG Sombrerete,2018-12-01,20.09,104870
120621,SAG Sombrerete,2018-12-03,20.09,104870
120623,SAG Sombrerete,2018-12-04,20.03,104870
120624,SAG Sombrerete,2018-12-05,20.0,104870
120625,SAG Sombrerete,2018-12-06,19.98,104870
120628,SAG Sombrerete,2018-12-07,21.56,104870
120630,SAG Sombrerete,2018-12-08,21.44,113065
120631,SAG Sombrerete,2018-12-09,19.9,104870
120632,SAG Sombrerete,2018-12-10,19.9,104870
120635,SAG Sombrerete,2018-12-11,19.86,104870
120637,SAG Sombrerete,2018-12-12,19.81,104870
120639,SAG Sombrerete,2018-12-13,19.78,104870
120640,SAG Sombrerete,2018-12-14,19.78,104870
120642,SAG Sombrerete,2018-12-15,19.75,104870
120644,SAG Sombrerete,2018-12-16,19.76,115348
120645,SAG Sombrerete,2018-12-17,19.75,104870
120648,SAG Sombrerete,2018-12-18,19.7,104870
120651,SAG Sombrerete,2018-12-19,19.7,104870
120652,SAG Sombrerete,2018-12-20,19.57,115348
120653,SAG Sombrerete,2018-12-21,19.56,104870
120657,SAG Sombrerete,2018-12-22,19.96,104870
120660,SAG Sombrerete,2018-12-23,19.96,104870
120662,SAG Sombrerete,2018-12-24,21.54,104870
120663,SAG Sombrerete,2018-12-26,19.82,104870
120665,SAG Sombrerete,2018-12-27,19.82,104870
120667,SAG Sombrerete,2018-12-28,19.81,104870
120668,SAG Sombrerete,2018-12-29,19.57,115348
120670,SAG Sombrerete,2018-12-30,19.79,104870
120671,SAG Sombrerete,2018-12-31,19.57,115348
120672,SAG Talpa,2018-01-02,18.66,105533
120674,SAG Talpa,2018-01-03,17.06,112844
120675,SAG Talpa,2018-01-04,18.66,105533
120678,SAG Talpa,2018-01-06,17.19,112844
120679,SAG Talpa,2018-01-08,18.66,105533
120681,SAG Talpa,2018-01-09,18.66,105533
120684,SAG Talpa,2018-01-10,17.19,112844
120685,SAG Talpa,2018-01-12,18.66,105533
120686,SAG Talpa,2018-01-13,17.2,112844
120687,SAG Talpa,2018-01-17,18.2,112844
120688,SAG Talpa,2018-01-18,17.33,112844
120689,SAG Talpa,2018-01-19,18.71,105533
120690,SAG Talpa,2018-01-20,18.71,105533
120691,SAG Talpa,2018-01-22,17.38,112844
120692,SAG Talpa,2018-01-23,18.71,105533
120693,SAG Talpa,2018-01-24,18.71,105533
120694,SAG Talpa,2018-01-25,17.5,112844
120695,SAG Talpa,2018-01-26,18.71,105533
120696,SAG Talpa,2018-01-27,18.71,105533
120697,SAG Talpa,2018-01-28,18.71,105533
120698,SAG Talpa,2018-01-30,18.71,105533
120699,SAG Talpa,2018-01-31,17.62,112844
120700,SAG Talpa,2018-02-02,18.81,105533
120702,SAG Talpa,2018-02-03,17.69,112844
120703,SAG Talpa,2018-02-05,18.81,105533
120704,SAG Talpa,2018-02-07,17.71,112844
120705,SAG Talpa,2018-02-08,17.71,112844
120706,SAG Talpa,2018-02-09,19.36,105533
120708,SAG Talpa,2018-02-12,17.71,112844
120709,SAG Talpa,2018-02-13,19.36,105533
120711,SAG Talpa,2018-02-15,17.71,112844
120712,SAG Talpa,2018-02-19,19.36,105533
120713,SAG Talpa,2018-02-20,17.71,112844
120714,SAG Talpa,2018-02-22,19.36,105533
120716,SAG Talpa,2018-02-23,19.36,105533
120723,SAG Talpa,2018-02-24,17.74,112844
120724,SAG Talpa,2018-02-26,19.75,105533
120725,SAG Talpa,2018-02-27,19.75,105533
120726,SAG Talpa,2018-02-28,17.8,112844
120727,SAG Talpa,2018-03-01,19.59,112396
120728,SAG Talpa,2018-03-02,17.83,112844
120729,SAG Talpa,2018-03-03,17.83,112844
120730,SAG Talpa,2018-03-06,19.75,105533
120733,SAG Talpa,2018-03-07,17.83,112844
120734,SAG Talpa,2018-03-08,19.75,105533
120735,SAG Talpa,2018-03-09,19.75,105533
120736,SAG Talpa,2018-03-10,17.83,112844
120737,SAG Talpa,2018-03-13,19.75,105533
120740,SAG Talpa,2018-03-14,17.83,112844
120741,SAG Talpa,2018-03-15,19.83,112396
120742,SAG Talpa,2018-03-16,19.8,105533
120743,SAG Talpa,2018-03-20,17.89,112844
120746,SAG Talpa,2018-03-21,17.94,112844
120747,SAG Talpa,2018-03-22,17.96,112844
120748,SAG Talpa,2018-03-24,17.99,112844
120750,SAG Talpa,2018-03-25,19.8,105533
120751,SAG Talpa,2018-03-26,19.79,105533
120752,SAG Talpa,2018-03-27,19.0,112844
120753,SAG Talpa,2018-03-28,19.91,105533
120756,SAG Talpa,2018-03-29,17.99,112844
120760,SAG Talpa,2018-03-31,19.91,105533
120761,SAG Talpa,2018-04-02,17.99,112844
120763,SAG Talpa,2018-04-03,19.91,105533
120764,SAG Talpa,2018-04-04,19.91,105533
120765,SAG Talpa,2018-04-05,17.99,112844
120766,SAG Talpa,2018-04-06,19.91,105533
120767,SAG Talpa,2018-04-10,17.99,112844
120769,SAG Talpa,2018-04-11,17.99,112844
120770,SAG Talpa,2018-04-12,19.91,105533
120772,SAG Talpa,2018-04-13,18.0,112844
120773,SAG Talpa,2018-04-14,19.91,105533
120774,SAG Talpa,2018-04-16,18.0,112844
120775,SAG Talpa,2018-04-17,19.91,105533
120776,SAG Talpa,2018-04-18,18.01,112844
120777,SAG Talpa,2018-04-19,19.91,105533
120779,SAG Talpa,2018-04-20,19.91,105533
120780,SAG Talpa,2018-04-21,18.03,112844
120781,SAG Talpa,2018-04-24,19.91,105533
120783,SAG Talpa,2018-04-26,19.89,112396
120785,SAG Talpa,2018-04-28,18.08,112844
120786,SAG Talpa,2018-04-30,19.91,105533
120788,SAG Talpa,2018-05-02,19.91,105533
120789,SAG Talpa,2018-05-03,18.12,112844
120790,SAG Talpa,2018-05-07,19.91,105533
120791,SAG Talpa,2018-05-08,18.14,112844
120793,SAG Talpa,2018-05-09,19.91,105533
120794,SAG Talpa,2018-05-10,19.92,112396
120795,SAG Talpa,2018-05-11,19.91,105533
120796,SAG Talpa,2018-05-12,18.17,112844
120798,SAG Talpa,2018-05-14,19.91,105533
120800,SAG Talpa,2018-05-15,18.17,112844
120801,SAG Talpa,2018-05-16,19.91,105533
120802,SAG Talpa,2018-05-17,18.2,112844
120803,SAG Talpa,2018-05-21,19.91,105533
120804,SAG Talpa,2018-05-22,18.23,112844
120805,SAG Talpa,2018-05-23,19.23,112844
120806,SAG Talpa,2018-05-24,19.91,105533
120807,SAG Talpa,2018-05-25,18.26,112844
120809,SAG Talpa,2018-05-28,19.91,105533
120811,SAG Talpa,2018-05-30,19.91,105533
120812,SAG Talpa,2018-05-31,18.31,112844
120813,SAG Talpa,2018-06-04,20.35,105533
120815,SAG Talpa,2018-06-05,18.36,112844
120816,SAG Talpa,2018-06-06,20.35,105533
120817,SAG Talpa,2018-06-07,20.35,105533
120819,SAG Talpa,2018-06-08,20.35,105533
120820,SAG Talpa,2018-06-11,18.4,112844
120822,SAG Talpa,2018-06-12,20.6,112396
120823,SAG Talpa,2018-06-13,20.35,105533
120824,SAG Talpa,2018-06-14,21.43,105533
120825,SAG Talpa,2018-06-15,18.44,112844
120826,SAG Talpa,2018-06-16,21.43,105533
120827,SAG Talpa,2018-06-19,18.49,112844
120830,SAG Talpa,2018-06-20,21.43,105533
120832,SAG Talpa,2018-06-22,18.5,112844
120833,SAG Talpa,2018-06-23,21.43,105533
120834,SAG Talpa,2018-06-25,21.43,105533
120836,SAG Talpa,2018-06-27,18.55,112844
120837,SAG Talpa,2018-06-28,20.65,112396
120838,SAG Talpa,2018-06-30,18.59,112844
120839,SAG Talpa,2018-07-03,19.63,112844
120840,SAG Talpa,2018-07-04,21.43,105533
120841,SAG Talpa,2018-07-05,20.65,112396
120842,SAG Talpa,2018-07-06,21.43,105533
120843,SAG Talpa,2018-07-07,20.8,105533
120844,SAG Talpa,2018-07-10,19.75,112844
120845,SAG Talpa,2018-07-12,18.83,112844
120846,SAG Talpa,2018-07-14,18.84,112844
120848,SAG Talpa,2018-07-17,20.8,105533
120850,SAG Talpa,2018-07-18,18.96,112844
120851,SAG Talpa,2018-07-19,18.97,112844
120853,SAG Talpa,2018-07-23,20.8,105533
120854,SAG Talpa,2018-07-24,20.8,105533
120855,SAG Talpa,2018-07-24,20.8,112396
120856,SAG Talpa,2018-07-25,19.04,112844
120857,SAG Talpa,2018-07-26,20.8,105533
120859,SAG Talpa,2018-07-27,19.06,112844
120860,SAG Talpa,2018-07-30,20.8,105533
120861,SAG Talpa,2018-07-31,19.21,112844
120863,SAG Talpa,2018-08-02,20.8,105533
120865,SAG Talpa,2018-08-03,19.27,112844
120866,SAG Talpa,2018-08-06,19.32,112844
120867,SAG Talpa,2018-08-07,20.8,105533
120868,SAG Talpa,2018-08-08,20.8,105533
120869,SAG Talpa,2018-08-09,19.41,112844
120870,SAG Talpa,2018-08-10,20.8,105533
120871,SAG Talpa,2018-08-13,19.35,112844
120873,SAG Talpa,2018-08-14,20.8,105533
120875,SAG Talpa,2018-08-15,19.37,112844
120876,SAG Talpa,2018-08-16,19.44,112844
120877,SAG Talpa,2018-08-17,20.8,105533
120878,SAG Talpa,2018-08-18,19.43,112844
120879,SAG Talpa,2018-08-20,21.04,105533
120880,SAG Talpa,2018-08-21,21.04,105533
120881,SAG Talpa,2018-08-22,21.04,105533
120882,SAG Talpa,2018-08-23,19.46,112844
120883,SAG Talpa,2018-08-24,19.49,112844
120884,SAG Talpa,2018-08-27,21.04,105533
120885,SAG Talpa,2018-08-28,19.51,112844
120887,SAG Talpa,2018-08-30,19.53,112844
120888,SAG Talpa,2018-08-31,19.53,112844
120889,SAG Talpa,2018-09-04,21.04,105533
120891,SAG Talpa,2018-09-05,21.04,105533
120892,SAG Talpa,2018-09-06,19.58,112844
120895,SAG Talpa,2018-09-08,20.5,112844
120897,SAG Talpa,2018-09-10,21.04,105533
120898,SAG Talpa,2018-09-12,21.04,105533
120899,SAG Talpa,2018-09-13,20.54,112844
120900,SAG Talpa,2018-09-14,21.68,112396
120901,SAG Talpa,2018-09-17,21.04,105533
120902,SAG Talpa,2018-09-18,19.58,112844
120904,SAG Talpa,2018-09-19,21.04,105533
120905,SAG Talpa,2018-09-20,19.58,112844
120906,SAG Talpa,2018-09-24,19.58,112844
120907,SAG Talpa,2018-09-25,21.04,105533
120908,SAG Talpa,2018-09-26,19.63,112844
120909,SAG Talpa,2018-09-27,20.6,112844
120910,SAG Talpa,2018-09-28,19.66,112844
120911,SAG Talpa,2018-10-01,19.68,112844
120913,SAG Talpa,2018-10-02,21.04,105533
120916,SAG Talpa,2018-10-04,19.71,112844
120917,SAG Talpa,2018-10-08,21.23,105533
120918,SAG Talpa,2018-10-10,20.82,112844
120919,SAG Talpa,2018-10-11,19.73,112844
120920,SAG Talpa,2018-10-12,19.73,112844
120921,SAG Talpa,2018-10-15,21.61,105533
120922,SAG Talpa,2018-10-18,21.61,105533
120923,SAG Talpa,2018-10-20,19.73,112844
120924,SAG Talpa,2018-10-22,21.79,112396
120925,SAG Talpa,2018-10-24,19.73,112844
120927,SAG Talpa,2018-10-25,19.73,112844
120929,SAG Talpa,2018-10-26,20.86,112844
120930,SAG Talpa,2018-11-01,20.92,112844
120931,SAG Talpa,2018-11-03,21.45,105533
120933,SAG Talpa,2018-11-06,19.81,112844
120934,SAG Talpa,2018-11-08,19.81,112844
120936,SAG Talpa,2018-11-12,21.86,105533
120939,SAG Talpa,2018-11-13,21.86,105533
120940,SAG Talpa,2018-11-14,21.86,105533
120941,SAG Talpa,2018-11-15,19.81,112844
120944,SAG Talpa,2018-11-19,22.11,105533
120946,SAG Talpa,2018-11-22,22.11,105533
120949,SAG Talpa,2018-11-26,22.11,105533
120952,SAG Talpa,2018-11-27,22.11,105533
120953,SAG Talpa,2018-11-29,22.11,105533
120954,SAG Talpa,2018-11-30,19.67,112844
120956,SAG Talpa,2018-12-03,22.11,105533
120958,SAG Talpa,2018-12-04,22.11,105533
120959,SAG Talpa,2018-12-08,22.11,105533
120962,SAG Talpa,2018-12-10,22.11,105533
120964,SAG Talpa,2018-12-13,21.99,105533
120966,SAG Talpa,2018-12-17,20.01,108431
120969,SAG Talpa,2018-12-20,20.01,108431
120970,SAG Talpa,2018-12-21,21.99,105533
120973,SAG Talpa,2018-12-27,21.99,105533
120976,SAG Talpa,2018-12-28,19.42,112844
120980,SAG Talpa,2018-12-29,21.99,105533
120981,SAG Tanquian de Escobedo,2018-02-01,17.2,105273
120982,SAG Tanquian de Escobedo,2018-02-03,18.4,105273
120985,SAG Tanquian de Escobedo,2018-02-07,10.34,0
120986,SAG Tanquian de Escobedo,2018-02-08,17.37,105273
120987,SAG Tanquian de Escobedo,2018-02-09,18.41,105273
120988,SAG Tanquian de Escobedo,2018-02-10,18.41,105273
120989,SAG Tanquian de Escobedo,2018-02-12,17.34,105273
120990,SAG Tanquian de Escobedo,2018-02-13,10.34,0
120991,SAG Tanquian de Escobedo,2018-02-14,18.38,105273
120992,SAG Tanquian de Escobedo,2018-02-15,18.38,105273
120994,SAG Tanquian de Escobedo,2018-02-16,17.36,105273
120995,SAG Tanquian de Escobedo,2018-02-19,10.34,0
120996,SAG Tanquian de Escobedo,2018-02-21,17.4,105273
120997,SAG Tanquian de Escobedo,2018-02-24,18.58,105273
120999,SAG Tanquian de Escobedo,2018-02-26,10.34,0
121001,SAG Tanquian de Escobedo,2018-03-01,17.57,105273
121003,SAG Tanquian de Escobedo,2018-03-02,10.34,0
121004,SAG Tanquian de Escobedo,2018-03-03,18.65,105273
121007,SAG Tanquian de Escobedo,2018-03-07,17.58,105273
121008,SAG Tanquian de Escobedo,2018-03-08,17.57,105273
121009,SAG Tanquian de Escobedo,2018-03-09,18.64,105273
121010,SAG Tanquian de Escobedo,2018-03-12,10.34,0
121011,SAG Tanquian de Escobedo,2018-03-13,18.47,105286
